Transaction_ID,Customer_ID,Region,Age,Product_Category,Quantity,Payment_Method,Price,Discount,Purchase_Date,Store_Type,First_Purchase_Date,Lead_Time_Days
10794,2075,South,69.0,Toys,1,Credit Card,72.76,0.25,2023-11-29,Online,2014-11-09,8.0
6329,4246,South,53.0,Toys,1,Debit Card,317.65,0.22,2024-02-21,,2022-03-09,
227,3693,North,33.0,Home Goods,9,Debit Card,106.1,0.2,2024-11-15,Online,2015-11-27,9.0
2151,2544,North,18.0,Electronics,4,Credit Card,432.14,0.23,2023-12-13,In-Store,2006-05-11,
10800,4046,West,24.0,Toys,9,Debit Card,376.9,0.05,2024-01-14,Online,2022-04-15,9.0
2814,2014,North,54.0,Electronics,3,Debit Card,53.59,0.01,2024-04-14,In-Store,2015-04-24,
7403,1310,West,37.0,Sports,5,Credit Card,389.48,0.19,2024-06-10,In-Store,2010-12-26,
946,1470,West,31.0,Electronics,7,Credit Card,389.49,0.15,2023-12-20,Online,2005-07-25,8.0
2732,1575,South,53.0,Home Goods,1,Credit Card,493.93,0.02,2024-05-14,In-Store,2012-04-18,
14958,3930,West,,Sports,2,Cash,56.17,0.03,2025-02-28,In-Store,2015-05-24,
4139,3591,North,,Home Goods,4,Credit Card,425.26,0.04,2024-12-29,Online,2011-02-11,7.0
11803,4433,West,48.0,Toys,4,Debit Card,398.66,0.29,2023-07-07,Online,2008-06-26,1.0
9860,4518,North,61.0,Clothing,1,Debit Card,132.17,0.08,2024-08-10,Online,2008-12-05,9.0
14055,4503,North,55.0,Electronics,2,Debit Card,420.64,0.07,2023-03-29,Online,2011-06-10,8.0
464,4120,West,49.0,Toys,9,Credit Card,217.13,0.08,2023-03-21,Online,2008-02-10,4.0
8330,1506,West,40.0,Electronics,1,Debit Card,175.36,0.24,2023-01-29,In-Store,2007-05-19,
9779,3131,West,33.0,Toys,3,Credit Card,188.39,0.01,2024-08-03,In-Store,2005-11-02,
6248,3876,South,,Sports,6,Credit Card,35.02,0.19,2024-09-15,In-Store,2010-01-24,
1424,1724,South,57.0,Home Goods,3,Debit Card,386.1,0.02,2023-11-20,In-Store,2007-06-09,
7134,4357,West,61.0,Clothing,3,Credit Card,316.73,0.05,2024-02-28,In-Store,2012-05-22,
14154,4402,East,51.0,Electronics,4,Cash,425.58,0.18,2024-04-10,,2009-06-12,
3431,1464,West,,Clothing,5,Debit Card,418.13,0.26,2023-09-23,In-Store,2020-03-30,
583,1876,West,69.0,Electronics,8,Debit Card,342.61,0.24,2023-04-26,Online,2010-06-12,3.0
3535,4423,North,,Home Goods,3,Debit Card,230.68,0.11,2023-03-19,Online,2015-02-23,2.0
3948,1943,West,46.0,Electronics,3,Cash,11.78,0.09,2024-06-18,In-Store,2010-02-03,
9049,2098,South,39.0,Home Goods,6,Credit Card,459.56,0.15,2023-08-11,Online,2009-11-01,7.0
4029,2727,West,49.0,Home Goods,8,Debit Card,410.64,0.12,2024-07-14,Online,2016-05-11,4.0
10548,2061,North,24.0,Sports,3,Credit Card,445.96,0.16,2023-03-28,In-Store,2022-07-14,
10767,2969,South,48.0,Electronics,8,Credit Card,198.24,0.04,2023-11-17,In-Store,2015-06-15,
7224,3186,East,65.0,Toys,2,Credit Card,448.42,0.19,2023-10-17,Online,2007-01-01,1.0
14350,3851,East,45.0,Sports,2,Debit Card,108.4,0.14,2023-03-12,In-Store,2020-08-05,
7669,3806,East,62.0,Electronics,6,Credit Card,382.77,0.24,2023-10-01,In-Store,2017-05-21,
1468,3601,South,24.0,Toys,4,Debit Card,113.01,0.12,2023-01-19,Online,2009-11-25,6.0
3410,4662,East,27.0,Home Goods,5,Credit Card,442.27,0.07,2024-02-19,In-Store,2009-03-15,
4131,4690,West,61.0,Toys,2,Credit Card,335.01,0.19,2024-12-09,,2007-04-24,
8940,1571,South,31.0,Clothing,7,Debit Card,349.03,0.25,2024-10-07,Online,2010-06-11,6.0
15118,4897,West,54.0,Electronics,5,Debit Card,458.87,0.28,2024-10-01,,2018-06-27,
4663,1678,North,37.0,Home Goods,1,Cash,206.46,0.19,2023-07-10,In-Store,2017-01-09,
12049,2724,South,43.0,Toys,2,Credit Card,333.78,0.23,2023-05-15,In-Store,2022-07-09,
6896,2831,North,23.0,Toys,9,Debit Card,114.61,0.18,2023-03-06,In-Store,2009-09-26,
839,3539,East,55.0,Electronics,2,Credit Card,230.8,0.14,2024-10-28,Online,2010-12-28,6.0
12478,1882,North,49.0,Sports,4,Credit Card,29.85,0.15,2024-06-18,Online,2017-08-03,6.0
14928,2966,North,34.0,Clothing,5,Cash,284.98,0.12,2023-11-23,In-Store,2010-07-25,
1944,4115,East,66.0,Toys,2,Credit Card,196.17,0.08,2024-12-21,Online,2012-11-05,5.0
2466,3768,West,42.0,Electronics,6,Credit Card,167.4,0.23,2023-01-25,Online,2020-10-16,3.0
13387,3884,North,40.0,Home Goods,6,Debit Card,84.28,0.19,2023-07-17,In-Store,2007-04-09,
12793,2788,West,,Home Goods,10,Credit Card,230.18,0.2,2024-10-23,Online,2017-10-29,6.0
4950,2572,West,36.0,Electronics,5,Cash,286.68,0.15,2024-05-17,In-Store,2016-07-16,
10777,4964,West,24.0,Sports,6,Credit Card,121.43,0.04,2024-09-06,In-Store,2017-01-10,
13170,1279,South,64.0,Sports,6,Debit Card,120.5,0.29,2023-10-29,Online,2015-10-11,6.0
9775,1479,North,32.0,Sports,9,Cash,246.42,0.06,2024-04-22,In-Store,2013-10-10,
11694,2069,West,50.0,Electronics,7,Debit Card,24.96,0.16,2025-01-09,In-Store,2015-12-25,
155,4561,North,56.0,Electronics,9,Credit Card,171.41,0.14,2024-09-25,Online,2012-02-29,8.0
13705,4188,West,20.0,Electronics,10,Debit Card,332.23,0.29,2024-01-01,In-Store,2012-11-30,
11798,4718,West,23.0,Home Goods,3,Credit Card,353.5,0.12,2024-05-18,Online,2012-11-13,6.0
15166,2201,North,30.0,Clothing,10,Credit Card,348.75,0.24,2023-04-08,Online,2008-04-25,3.0
11548,2544,North,18.0,Sports,9,Debit Card,222.58,0.01,2023-03-12,Online,2006-05-11,3.0
405,2884,South,46.0,Toys,2,Cash,202.76,0.18,2023-09-07,In-Store,2015-07-09,
1511,4332,East,29.0,Toys,4,Credit Card,220.02,0.21,2024-10-24,Online,2008-03-18,5.0
4250,4830,North,41.0,Clothing,9,Debit Card,257.04,0.01,2024-05-19,Online,2009-03-19,4.0
4200,1475,West,67.0,Home Goods,1,Cash,58.86,0.19,2023-08-26,In-Store,2007-08-16,
13424,4432,East,67.0,Clothing,2,Credit Card,516.9,0.16,2024-11-29,Online,2005-07-31,9.0
7777,1574,South,,Toys,7,Cash,137.12,0.16,2023-07-21,In-Store,2017-03-17,
11215,3086,South,39.0,Sports,3,Debit Card,451.71,0.11,2023-06-07,In-Store,2010-05-12,
2415,4610,West,53.0,Home Goods,9,Credit Card,469.59,0.08,2024-07-24,Online,2016-09-20,7.0
5912,4662,East,27.0,Clothing,7,Debit Card,396.54,0.11,2023-02-16,In-Store,2009-03-15,
1946,4004,East,43.0,Clothing,1,Credit Card,31.07,0.2,2023-02-22,Online,2017-09-14,4.0
7110,3033,South,22.0,Clothing,2,Credit Card,187.77,0.26,2024-05-11,Online,2014-02-03,2.0
14308,3765,North,64.0,Toys,5,Debit Card,239.63,0.17,2024-11-25,Online,2012-09-16,1.0
3462,1104,North,38.0,Clothing,5,Cash,398.83,0.25,2024-04-04,In-Store,2013-12-15,
15126,4129,North,64.0,Electronics,2,Credit Card,101.88,0.23,2023-02-21,In-Store,2022-04-30,
4330,1632,East,31.0,Sports,5,Credit Card,98.53,0.02,2024-07-08,In-Store,2007-01-17,
6658,3906,South,50.0,Home Goods,6,Debit Card,377.8,0.15,2024-11-15,Online,2008-09-11,6.0
14662,1305,East,38.0,Clothing,7,Debit Card,274.91,0.25,2023-10-26,Online,2009-10-22,4.0
13452,4255,West,24.0,Sports,9,Credit Card,224.95,0.23,2023-08-29,Online,2018-07-27,1.0
825,4294,East,67.0,Home Goods,5,Debit Card,441.71,0.18,2024-02-10,Online,2015-10-05,1.0
9606,2105,South,41.0,Clothing,4,Credit Card,87.02,0.25,2023-11-21,In-Store,2012-01-22,
3982,4064,East,65.0,Clothing,4,Debit Card,141.47,0.01,2024-10-26,In-Store,2018-09-24,
5628,4218,North,25.0,Electronics,4,Credit Card,240.51,0.19,2024-04-21,In-Store,2007-01-07,
14997,2163,West,20.0,Sports,6,Debit Card,246.8,0.01,2023-10-17,In-Store,2007-06-23,
12326,1977,North,55.0,Home Goods,6,Credit Card,424.89,0.27,2024-09-16,Online,2006-11-12,7.0
6378,4608,East,19.0,Toys,9,Credit Card,200.27,0.12,2023-06-15,In-Store,2006-01-03,
8782,4248,West,,Home Goods,2,Debit Card,332.11,0.18,2023-05-29,In-Store,2005-06-30,
1528,2683,East,37.0,Toys,5,Credit Card,475.1,0.22,2024-09-08,Online,2017-03-30,7.0
7154,1142,North,53.0,Clothing,9,Debit Card,33.05,0.04,2023-09-05,Online,2021-03-11,5.0
1390,3958,North,59.0,Toys,3,Debit Card,372.25,0.14,2023-08-25,Online,2022-02-17,1.0
11990,1068,West,21.0,Toys,8,Credit Card,121.33,0.12,2025-01-08,Online,2011-12-10,9.0
9513,2763,North,20.0,Toys,8,Debit Card,62.87,0.09,2023-03-28,Online,2022-09-14,7.0
14470,4545,East,57.0,Electronics,3,Credit Card,283.34,0.27,2024-05-15,In-Store,2005-06-07,
5437,3380,East,22.0,Clothing,7,Cash,167.69,0.22,2023-05-22,In-Store,2010-09-23,
12092,3313,North,56.0,Home Goods,9,Credit Card,196.73,0.27,2024-05-05,In-Store,2010-09-18,
12010,3749,East,46.0,Sports,7,Credit Card,474.29,0.06,2024-02-06,In-Store,2007-05-28,
1288,3362,West,41.0,Electronics,2,Debit Card,451.33,0.08,2024-02-14,Online,2013-08-31,7.0
11722,3365,West,25.0,Sports,9,Credit Card,517.26,0.23,2024-06-05,In-Store,2008-11-01,
7225,3903,South,29.0,Clothing,2,Debit Card,376.08,0.16,2023-04-08,In-Store,2014-07-11,
1377,3219,South,55.0,Toys,4,Credit Card,394.07,0.18,2023-05-10,Online,2015-10-22,5.0
4509,3866,East,61.0,Toys,8,Credit Card,421.69,0.15,2023-03-11,In-Store,2005-10-26,
1648,1688,North,57.0,Home Goods,3,Credit Card,138.45,0.29,2023-02-07,Online,2008-08-03,7.0
579,1004,East,43.0,Sports,6,Credit Card,309.25,0.27,2023-07-20,Online,2020-02-18,1.0
2330,4191,South,36.0,Clothing,9,Cash,467.94,0.02,2023-11-06,In-Store,2005-12-16,
7122,4300,North,68.0,Toys,2,Credit Card,250.28,0.03,2024-11-27,Online,2015-06-20,3.0
13470,4713,West,49.0,Clothing,8,Cash,182.3,0.17,2023-01-06,In-Store,2022-12-29,
8639,2815,East,53.0,Electronics,4,Cash,450.14,0.17,2023-06-26,In-Store,2007-04-19,
10498,4406,East,69.0,Home Goods,3,Credit Card,356.13,0.25,2024-11-29,In-Store,2020-06-13,
680,3489,East,32.0,Sports,7,Credit Card,221.15,0.05,2023-08-02,Online,2005-10-06,5.0
11669,1824,East,28.0,Clothing,3,Cash,419.45,0.25,2024-02-03,In-Store,2011-01-09,
15176,4694,East,41.0,Toys,2,Debit Card,476.13,0.22,2024-01-10,In-Store,2012-07-17,
11714,1252,West,28.0,Home Goods,9,Debit Card,28.74,0.1,2024-05-06,,2019-02-06,
7778,4047,North,36.0,Home Goods,6,Credit Card,258.89,0.08,2024-03-14,Online,2011-10-17,9.0
3145,3428,East,56.0,Sports,5,Debit Card,130.45,0.25,2024-09-15,In-Store,2005-10-17,
8322,1684,East,41.0,Clothing,5,Credit Card,118.35,0.25,2024-08-06,Online,2017-06-23,9.0
12408,4159,South,34.0,Electronics,10,Debit Card,298.97,0.21,2024-03-02,In-Store,2019-09-24,
5104,2180,North,48.0,Clothing,5,Credit Card,384.68,0.07,2024-09-15,Online,2020-12-15,1.0
14869,3323,South,53.0,Electronics,1,Debit Card,77.61,0.18,2025-02-14,Online,2021-11-28,3.0
6026,2472,East,30.0,Toys,1,Credit Card,228.84,0.03,2024-10-30,In-Store,2018-06-23,
4922,3367,East,46.0,Toys,5,Debit Card,300.68,0.26,2023-12-05,Online,2007-09-21,9.0
138,4910,North,67.0,Home Goods,3,Credit Card,342.53,0.04,2024-10-14,Online,2014-12-10,1.0
4066,4970,East,,Clothing,8,Credit Card,14.48,0.1,2023-04-19,In-Store,2014-03-04,
3750,3452,East,51.0,Toys,8,Credit Card,332.74,0.18,2024-06-27,Online,2011-02-15,9.0
1069,1437,East,58.0,Toys,8,Cash,355.03,0.06,2023-06-07,In-Store,2013-07-30,
13169,1279,South,64.0,Sports,10,Debit Card,122.94,0.12,2023-10-10,Online,2015-10-11,8.0
1908,4562,East,67.0,Sports,7,Debit Card,277.59,0.09,2024-08-13,Online,2012-02-23,1.0
14416,2481,South,26.0,Clothing,10,Debit Card,17.21,0.25,2023-06-24,In-Store,2022-05-07,
10282,3755,East,28.0,Clothing,9,Credit Card,392.74,0.04,2023-01-30,In-Store,2019-09-07,
2985,1105,South,30.0,Sports,3,Credit Card,220.73,0.2,2024-07-23,In-Store,2017-03-23,
9339,4502,South,45.0,Clothing,2,Debit Card,146.73,0.05,2024-04-06,Online,2009-02-14,1.0
2069,1271,West,61.0,Home Goods,3,Cash,239.24,0.3,2023-08-29,In-Store,2022-11-10,
14224,1714,West,46.0,Sports,1,Credit Card,271.96,0.24,2024-09-25,Online,2014-09-11,5.0
14806,2708,North,20.0,Home Goods,10,Debit Card,146.77,0.05,2023-06-29,In-Store,2021-02-28,
10894,2134,South,55.0,Sports,3,Cash,43.32,0.2,2024-04-12,In-Store,2020-11-21,
6457,1205,East,35.0,Sports,3,Cash,498.11,0.11,2024-09-02,In-Store,2015-08-04,
9981,4964,West,24.0,Clothing,3,Cash,207.86,0.06,2024-03-12,In-Store,2017-01-10,
4378,2058,West,39.0,Clothing,9,Credit Card,206.69,0.17,2024-11-24,Online,2017-08-25,6.0
7105,2996,East,27.0,Clothing,1,Debit Card,291.36,0.18,2024-04-16,In-Store,2012-03-08,
6493,3361,North,,Electronics,6,Debit Card,410.46,0.17,2023-04-10,In-Store,2019-05-23,
930,2682,East,35.0,Home Goods,4,Debit Card,151.32,0.13,2023-10-23,Online,2006-04-09,6.0
8056,2443,West,59.0,Clothing,1,Cash,199.21,0.15,2024-01-20,In-Store,2017-02-15,
5235,4886,East,54.0,Home Goods,8,Cash,157.26,0.17,2024-04-09,In-Store,2005-09-28,
10332,2545,East,57.0,Toys,6,Credit Card,439.22,0.15,2024-01-30,Online,2008-01-01,6.0
5560,1273,East,40.0,Sports,7,Cash,477.13,0.09,2024-12-28,In-Store,2008-01-27,
8048,2151,North,33.0,Home Goods,1,Debit Card,448.63,0.19,2024-09-21,Online,2010-01-15,9.0
783,2365,North,61.0,Home Goods,5,Credit Card,334.73,0.14,2023-04-13,Online,2012-02-06,1.0
3056,1145,East,21.0,Clothing,6,Credit Card,492.85,0.17,2023-04-01,Online,2012-03-27,3.0
12025,3229,North,39.0,Home Goods,1,Cash,246.59,0.08,2023-04-20,,2022-04-24,
9676,4608,East,19.0,Toys,1,Debit Card,373.59,0.25,2023-12-26,Online,2006-01-03,8.0
2390,1868,East,21.0,Sports,5,Credit Card,321.95,0.2,2024-10-26,Online,2008-04-30,1.0
6622,1689,East,69.0,Toys,6,Credit Card,399.97,0.14,2023-12-21,Online,2013-06-29,5.0
6798,1089,South,42.0,Sports,9,Credit Card,296.82,0.01,2024-02-19,Online,2019-09-05,3.0
8082,2485,West,51.0,Toys,3,Debit Card,137.75,0.16,2023-01-30,In-Store,2012-05-28,
9022,1972,South,42.0,Home Goods,4,Credit Card,227.65,0.17,2023-06-17,In-Store,2016-11-14,
10456,2042,West,55.0,Electronics,9,Credit Card,483.53,0.13,2023-06-21,Online,2021-12-18,3.0
7631,1287,West,37.0,Electronics,9,Debit Card,396.71,0.0,2024-11-20,In-Store,2021-08-04,
15108,4429,South,46.0,Electronics,7,Debit Card,165.96,0.24,2023-03-07,Online,2018-12-22,1.0
10619,4745,East,68.0,Clothing,4,Cash,488.34,0.03,2023-12-21,In-Store,2005-04-22,
8300,1746,West,56.0,Sports,8,Credit Card,54.47,0.25,2024-10-16,In-Store,2008-10-23,
5275,4675,North,55.0,Clothing,3,Cash,56.28,0.24,2024-04-11,In-Store,2005-08-09,
8511,1432,East,57.0,Toys,6,Credit Card,377.43,0.06,2023-11-04,Online,2015-08-08,6.0
7408,1869,North,39.0,Electronics,7,Debit Card,153.02,0.08,2023-01-28,In-Store,2005-03-25,
13022,2559,North,55.0,Clothing,7,Debit Card,286.83,0.15,2023-09-30,In-Store,2007-05-24,
7692,4118,East,44.0,Toys,5,Cash,148.92,0.24,2024-09-13,In-Store,2016-02-27,
9318,2869,South,50.0,Home Goods,4,Credit Card,335.28,0.26,2024-05-23,Online,2017-06-13,5.0
12720,2925,South,48.0,Toys,9,Debit Card,498.79,0.23,2024-04-04,Online,2019-03-03,3.0
8877,1380,South,30.0,Sports,7,Credit Card,,0.19,2024-06-03,In-Store,2006-04-07,
5387,3536,North,59.0,Clothing,7,Credit Card,166.13,0.29,2023-05-11,Online,2018-11-26,4.0
2442,4224,East,25.0,Sports,8,Debit Card,117.89,0.23,2024-03-09,In-Store,2011-11-05,
10495,2302,South,31.0,Electronics,8,Credit Card,130.98,0.21,2023-10-27,Online,2012-10-31,1.0
195,3939,South,52.0,Sports,9,Credit Card,42.56,0.03,2023-04-26,Online,2011-09-14,4.0
8964,2657,North,21.0,Home Goods,6,Credit Card,93.63,0.17,2024-06-04,In-Store,2017-06-20,
3740,3583,North,47.0,Toys,7,Debit Card,382.83,0.2,2023-06-24,In-Store,2020-10-13,
14614,1591,South,18.0,Sports,8,Cash,,0.19,2023-06-10,In-Store,2013-03-15,
14636,3866,East,61.0,Clothing,9,Credit Card,187.64,0.16,2024-08-12,Online,2005-10-26,4.0
4645,2474,West,32.0,Sports,6,Credit Card,430.32,0.19,2023-01-28,Online,2006-07-06,7.0
1940,3913,North,66.0,Electronics,9,Debit Card,348.33,0.01,2024-10-12,In-Store,2021-05-05,
3739,2929,West,53.0,Toys,5,Credit Card,98.93,0.03,2023-06-04,In-Store,2022-05-02,
9551,4583,North,39.0,Sports,6,Debit Card,414.59,0.14,2023-07-17,Online,2018-07-23,8.0
9268,2487,West,,Toys,7,Debit Card,27.02,0.04,2023-09-28,Online,2015-06-28,8.0
3046,2316,West,64.0,Clothing,7,Debit Card,276.16,0.0,2023-10-16,In-Store,2020-02-07,
2033,2372,North,26.0,Home Goods,7,Credit Card,381.36,0.08,2024-12-30,In-Store,2019-02-12,
7563,3445,East,19.0,Electronics,1,Debit Card,463.89,0.1,2023-07-31,Online,2015-07-30,8.0
1814,4272,South,59.0,Clothing,8,Credit Card,56.2,0.16,2023-05-08,In-Store,2017-09-18,
11801,2654,North,33.0,Electronics,2,Cash,341.38,0.13,2024-12-13,In-Store,2020-12-22,
11254,2414,East,,Toys,2,Credit Card,322.47,0.05,2023-06-13,Online,2022-08-27,8.0
11796,3309,East,57.0,Sports,5,Debit Card,46.63,0.17,2023-06-30,Online,2010-11-03,2.0
12683,1978,North,22.0,Clothing,4,Cash,256.49,0.11,2023-09-30,In-Store,2018-01-27,
6081,3804,South,58.0,Electronics,6,Debit Card,133.87,0.02,2024-03-17,Online,2020-01-12,6.0
3987,1592,South,50.0,Electronics,2,Credit Card,334.44,0.22,2023-08-21,In-Store,2018-01-22,
12883,2420,North,22.0,Sports,2,Credit Card,186.38,0.13,2023-06-07,In-Store,2014-02-20,
12247,3493,South,39.0,Home Goods,8,Debit Card,,0.08,2025-03-02,Online,2006-05-05,8.0
6954,2366,East,,Sports,1,Credit Card,147.58,0.01,2024-03-22,In-Store,2011-09-17,
557,1574,South,,Sports,4,Debit Card,290.6,0.12,2024-09-04,Online,2017-03-17,9.0
15140,1285,West,63.0,Toys,8,Cash,131.14,0.29,2023-04-11,In-Store,2011-05-19,
5232,2673,South,57.0,Clothing,2,Debit Card,299.45,0.29,2023-10-12,Online,2011-05-18,3.0
10250,4681,East,69.0,Home Goods,4,Debit Card,52.13,0.3,2024-05-30,In-Store,2010-11-17,
2766,3166,South,42.0,Clothing,4,Credit Card,218.06,0.28,2023-02-18,Online,2013-01-13,6.0
14971,3196,West,33.0,Sports,3,Cash,304.58,0.08,2024-03-27,In-Store,2006-05-22,
8324,1621,South,27.0,Electronics,5,Credit Card,127.04,0.17,2024-03-17,In-Store,2011-02-18,
12398,4145,West,65.0,Clothing,5,Credit Card,449.94,0.05,2023-10-23,In-Store,2014-12-06,
3504,1086,North,46.0,Sports,7,Debit Card,162.35,0.09,2024-04-10,Online,2011-09-06,3.0
11862,3824,East,69.0,Clothing,4,Credit Card,327.97,0.27,2024-10-05,In-Store,2016-07-15,
5206,4976,North,42.0,Electronics,8,Debit Card,264.75,0.07,2024-06-10,In-Store,2020-04-04,
9804,1404,East,64.0,Toys,3,Debit Card,14.72,0.22,2024-08-10,In-Store,2005-04-14,
9433,3532,West,46.0,Clothing,3,Credit Card,362.58,0.14,2024-11-18,Online,2015-03-01,3.0
378,3056,North,60.0,Toys,4,Credit Card,32.88,0.28,2024-04-20,In-Store,2014-06-26,
2906,1735,South,25.0,Sports,9,Credit Card,319.24,0.04,2023-03-21,Online,2010-08-08,3.0
5028,2693,North,68.0,Toys,9,Credit Card,210.22,0.01,2023-01-07,Online,2018-08-11,9.0
6055,4578,East,45.0,Toys,3,Credit Card,257.14,0.28,2023-04-27,Online,2014-01-29,5.0
10836,4372,South,28.0,Sports,5,Debit Card,436.77,0.01,2024-08-14,In-Store,2013-08-16,
2598,3961,West,19.0,Clothing,8,Credit Card,130.85,0.09,2023-08-07,In-Store,2018-06-11,
10240,1246,North,62.0,Electronics,2,Credit Card,423.27,0.1,2023-05-31,In-Store,2006-10-13,
7006,1047,East,44.0,Home Goods,3,Debit Card,,0.07,2024-10-15,Online,2006-12-10,4.0
10557,2202,East,52.0,Toys,3,Credit Card,321.56,0.28,2024-04-01,Online,2020-05-07,7.0
7509,2953,East,47.0,Home Goods,7,Credit Card,329.01,0.3,2023-09-14,Online,2010-07-18,4.0
7055,4068,South,28.0,Sports,6,Debit Card,462.24,0.27,2023-03-26,In-Store,2005-12-11,
12810,2267,North,65.0,Clothing,1,Credit Card,399.74,0.28,2024-05-28,In-Store,2005-09-21,
4031,2854,South,39.0,Clothing,7,Credit Card,189.5,0.19,2024-08-11,Online,2014-03-01,1.0
14203,4901,South,44.0,Electronics,6,Debit Card,208.07,0.04,2024-01-28,Online,2011-09-24,6.0
9798,4342,West,47.0,Home Goods,3,Credit Card,251.18,0.0,2024-07-15,Online,2016-10-28,9.0
12036,1423,East,64.0,Sports,3,Cash,55.63,0.21,2023-11-30,In-Store,2012-12-25,
96,2129,North,44.0,Clothing,6,Debit Card,223.99,0.07,2023-03-31,Online,2012-10-07,3.0
5040,1182,East,48.0,Toys,8,Debit Card,168.59,0.04,2024-11-09,In-Store,2005-10-24,
12258,1760,North,22.0,Toys,9,Credit Card,161.05,0.16,2024-11-24,In-Store,2006-02-20,
1897,1405,West,28.0,Toys,4,Debit Card,202.99,0.04,2024-03-15,Online,2019-09-28,4.0
10105,1662,South,23.0,Toys,4,Cash,163.61,0.17,2023-02-07,In-Store,2020-03-06,
8835,1220,East,60.0,Clothing,4,Debit Card,417.92,0.14,2023-12-12,In-Store,2009-08-16,
10879,4594,North,69.0,Electronics,2,Credit Card,207.73,0.22,2024-04-16,In-Store,2018-01-21,
15481,1403,East,22.0,Sports,10,Credit Card,385.64,0.08,2024-12-15,In-Store,2016-06-01,
12779,3431,East,54.0,Electronics,3,Cash,434.65,0.01,2023-04-11,In-Store,2017-12-15,
13013,1695,North,28.0,Home Goods,5,Debit Card,350.12,0.11,2024-08-15,Online,2014-11-11,4.0
1074,1267,East,67.0,Sports,1,Credit Card,403.54,0.1,2023-11-03,Online,2017-01-04,6.0
10999,3078,South,54.0,Sports,6,Credit Card,358.82,0.12,2024-07-02,Online,2008-11-25,4.0
10309,2491,South,21.0,Toys,6,Credit Card,242.18,0.13,2024-09-21,In-Store,2019-09-25,
15146,1435,East,,Home Goods,7,Debit Card,,0.2,2024-11-02,In-Store,2009-05-26,
10318,1579,East,23.0,Clothing,6,Debit Card,299.88,0.17,2024-02-23,In-Store,2010-08-05,
10281,2847,South,,Electronics,7,Credit Card,441.43,0.0,2023-03-22,Online,2016-11-22,9.0
3827,2070,South,68.0,Clothing,4,Credit Card,194.02,0.08,2023-06-01,,2018-09-06,
3649,1282,South,64.0,Clothing,7,Debit Card,470.98,0.14,2024-09-17,Online,2007-01-04,6.0
11587,3076,East,37.0,Toys,6,Credit Card,25.09,0.01,2023-10-05,Online,2008-05-01,1.0
4239,1935,North,60.0,Home Goods,7,Credit Card,231.96,0.02,2024-03-11,Online,2021-06-17,7.0
7338,3415,North,30.0,Electronics,9,Cash,272.02,,2024-04-25,In-Store,2005-04-18,
3692,1873,East,27.0,Toys,1,Credit Card,67.71,0.22,2024-01-02,In-Store,2019-12-28,
9319,3568,West,42.0,Toys,5,Credit Card,155.55,0.29,2024-01-21,Online,2018-09-13,5.0
5151,1522,East,52.0,Sports,3,Credit Card,353.17,0.25,2023-03-08,In-Store,2010-04-09,
6434,2895,North,31.0,Sports,1,Debit Card,338.89,0.05,2023-11-24,Online,2021-03-08,6.0
8515,4733,South,43.0,Clothing,1,Cash,69.54,0.11,2023-12-22,In-Store,2013-11-20,
2594,1306,East,49.0,Toys,7,Credit Card,109.4,0.12,2023-01-15,Online,2020-09-04,7.0
8414,3155,East,24.0,Electronics,2,Debit Card,265.68,0.0,2023-04-12,Online,2015-04-20,3.0
15183,1850,East,40.0,Home Goods,10,Debit Card,146.77,0.08,2024-04-14,In-Store,2005-11-11,
4932,2309,West,26.0,Clothing,8,Debit Card,165.69,0.02,2023-05-13,In-Store,2014-01-09,
9656,4120,West,49.0,Toys,3,Credit Card,40.61,0.2,2024-12-21,In-Store,2008-02-10,
1664,4962,North,26.0,Sports,7,Debit Card,62.87,0.11,2023-02-01,In-Store,2008-11-28,
11085,4174,East,42.0,Sports,6,Credit Card,67.04,0.16,2023-05-22,In-Store,2022-03-12,
12455,2489,North,56.0,Home Goods,9,Cash,221.34,0.13,2024-07-11,In-Store,2013-02-14,
12235,4552,North,,Sports,10,Debit Card,385.97,0.11,2023-06-28,Online,2009-06-01,7.0
5260,1170,South,45.0,Sports,8,Credit Card,411.21,0.03,2024-06-23,In-Store,2012-05-01,
12729,2294,West,61.0,Clothing,5,Debit Card,170.27,0.17,2025-01-30,Online,2014-08-17,5.0
11864,4880,South,26.0,Home Goods,8,Credit Card,204.73,0.21,2023-02-02,Online,2016-06-04,7.0
6157,3041,West,65.0,Sports,5,Debit Card,377.92,0.2,2024-11-30,Online,2018-11-25,5.0
9866,3567,North,19.0,Home Goods,4,Debit Card,270.69,0.16,2024-04-28,Online,2008-06-09,8.0
3719,2656,East,61.0,Electronics,7,Credit Card,11.21,0.11,2023-05-23,In-Store,2022-06-14,
1799,3679,East,54.0,Clothing,5,Credit Card,238.85,0.15,2024-05-31,In-Store,2010-11-24,
5947,2968,North,49.0,Electronics,9,Debit Card,66.39,0.12,2023-06-17,In-Store,2016-10-02,
8949,4277,South,30.0,Sports,7,Credit Card,448.92,0.19,2023-09-17,In-Store,2022-12-30,
12561,4382,East,30.0,Electronics,8,Debit Card,68.7,0.01,2023-06-19,Online,2008-05-29,1.0
11945,3394,West,29.0,Home Goods,3,Credit Card,524.31,0.2,2023-04-24,Online,2014-05-03,8.0
4698,2463,East,40.0,Sports,9,Debit Card,16.79,0.2,2024-06-19,In-Store,2019-07-10,
